"ukbench08711.jpg","black","yellow","yellow","yellow"
"ukbench09273.jpg","yellow","yellow","yellow","white"
"ukbench09153.jpg","black","white","red","white"
"ukbench02973.jpg","white","white","white","green"
"ukbench05324.jpg","white","yellow","white","yellow"
"ukbench07030.jpg","white","white","white","white"
"ukbench01006.jpg","red","red","red","yellow"
"ukbench04486.jpg","cyan","cyan","black","yellow"
"ukbench03676.jpg","black","yellow","red","yellow"
"ukbench04948.jpg","black","yellow","yellow","yellow"
"ukbench08616.jpg","black","white","white","white"
"ukbench05598.jpg","yellow","yellow","yellow","red"
"ukbench03036.jpg","yellow","yellow","yellow","yellow"
"ukbench04618.jpg","white","white","white","yellow"
"ukbench09530.jpg","red","red","red","black"
"ukbench06919.jpg","red","red","yellow","red"
"ukbench03230.jpg","white","white","white","red"
"ukbench09967.jpg","white","white","white","white"
"ukbench02159.jpg","red","red","yellow","red"
"ukbench00307.jpg","white","white","white","white"
"ukbench07756.jpg","white","white","white","white"
"ukbench09304.jpg","red","red","red","red"
"ukbench04512.jpg","cyan","white","red","white"
"ukbench04422.jpg","cyan","white","red","cyan"
"ukbench04665.jpg","yellow","yellow","yellow","white"
"ukbench00794.jpg","black","red","white","yellow"
"ukbench01108.jpg","red","red","red","red"
"ukbench07303.jpg","red","red","red","red"
"ukbench03136.jpg","yellow","yellow","yellow","white"
"ukbench07443.jpg","red","red","white","red"
"ukbench02568.jpg","red","red","red","blue"
"ukbench01293.jpg","red","red","yellow","yellow"
"ukbench04055.jpg","black","blue","blue","blue"
"ukbench02799.jpg","white","black","yellow","yellow"
"ukbench07388.jpg","yellow","yellow","cyan","cyan"
"ukbench08142.jpg","red","red","red","red"
"ukbench04995.jpg","black","black","green","black"
"ukbench03308.jpg","white","white","white","cyan"
"ukbench06129.jpg","white","white","black","white"
"ukbench07070.jpg","white","white","white","white"
"ukbench05446.jpg","yellow","yellow","white","red"
"ukbench03394.jpg","yellow","yellow","yellow","white"
"ukbench00580.jpg","white","yellow","white","white"
"ukbench00674.jpg","green","yellow","green","yellow"
"ukbench02201.jpg","red","red","black","red"
"ukbench04695.jpg","white","cyan","cyan","white"
